"","YEAR","TEAM","SEED","KADJ_O","KADJ_D","BARTHAG","WIN_","FTR","TOV_","TOV_D","OREB_","DREB_","X3PT_","X3PT_D","AST_","EXP","ELITE_SOS","WINS","POWER","PATH"
"874",2021,"Alabama",2,111.722,86.734,0.928,80,28.6,18.6,21.1,31.5,70.2,35.1,28.8,50.8,1.841,31.992,2,80.8,67.2
"875",2021,"Abilene Christian",14,103.047,92.9196,0.735,82.6087,34,19.4,26.7,30.6,72.1,37.7,29.1,66.9,2.228,9.607,1,59.9,77.7
"876",2022,"Yale",14,101.474,99.2392,0.541,62.06897,32.7,18.3,18.2,25.6,73.5,32.9,30.4,46.4,1.898,14.651,0,50.9,82.6
"878",2022,"Wright St.",16,106.365,107.231,0.427,60.60606,31.1,17.9,18.4,31.3,70,33,33.7,50.3,1.581,8.923,0,50.2,83.8
"879",2022,"Wisconsin",3,110.398,94.8142,0.863,77.41935,32.3,12.7,16.9,25.8,76,31.3,32.3,44,1.462,31.803,1,67.4,64.8
"880",2022,"Virginia Tech",11,114.268,96.4045,0.898,65.71429,23.7,17,18.8,28.1,73.9,39.3,31.7,55.4,2.136,28.436,0,67.1,77.8
"881",2022,"Villanova",2,117.95,93.8397,0.934,78.78788,30.5,15.5,18.8,30.9,72,35.9,31,49,2.392,31.835,4,80,66.9
"882",2022,"Vermont",13,110.775,97.7084,0.778,84.375,26.6,14.9,17.1,24,81.4,36.8,34.4,54.9,2.807,8.437,0,62,73
"883",2022,"USC",7,110.473,96.0232,0.816,78.78788,30.9,17.7,14.7,33.8,72.8,35.4,33.7,52.8,2.119,24.007,0,65.8,67.2
"884",2022,"UCLA",4,116.076,91.2287,0.933,78.125,29.8,13.4,19.7,31.9,75.2,35.2,32.2,49.9,2.209,27.038,2,83.9,65.2
"885",2022,"UAB",12,112.489,98.456,0.807,78.125,29.5,16.3,21.4,33.4,72.6,38.3,32.4,44.2,2.645,14.007,0,63.8,81
"886",2022,"Texas Tech",3,109.701,85.0595,0.943,73.52941,36.1,20.3,23.6,33.3,73.9,31.4,31.3,52.3,2.456,35.796,2,79.4,66.5
"887",2022,"Texas Southern",16,98.1424,99.4749,0.45,60,32.7,21.4,17.4,33.8,71.8,31.7,29.5,42.3,2.813,11.938,0,50.8,85
"889",2022,"Texas",6,111.812,91.4059,0.918,65.625,32.3,18.2,23.3,31.9,70,32.3,31.6,53.3,2.664,35.097,1,76.2,73.1
"890",2022,"Tennessee",3,111.439,86.1987,0.938,78.78788,29.6,18,22.9,32.8,72.6,35.8,31.2,62.3,1.362,34.071,1,82.1,63.8
"891",2022,"TCU",9,108.261,93.3525,0.841,62.5,31.2,21.6,18.4,37.8,73.9,30.3,31.5,53.9,1.734,36.146,1,63.7,69.9
"892",2022,"South Dakota St.",13,116.763,105.32,0.761,87.5,35.2,15.3,15.8,24,75.8,44.2,35.2,47.3,2.058,11.018,0,59.4,64.4
"893",2022,"Seton Hall",8,108.487,93.5199,0.826,66.66667,30.8,17.5,18.5,32.7,70.9,33.3,31,39.9,2.526,28.752,0,63.8,71.5
"894",2022,"San Francisco",10,110.756,92.3886,0.877,71.875,28.4,18.1,18.5,30.3,76.2,34.7,28.9,47,2.568,24.113,0,69.9,72.7
"895",2022,"San Diego St.",8,104.106,85.9549,0.863,74.19355,31.3,19.3,21.7,29.6,73,35.8,30.4,49.7,2.481,23.962,0,67.5,70.7
"896",2022,"Saint Peter's",15,98.7512,94.4758,0.604,62.06897,37.5,20.8,20.9,31.5,72,34.8,29.4,51.6,1.895,12.317,3,54.1,85.5
"897",2022,"Saint Mary's",5,109.764,89.9554,0.887,77.41935,23.2,17.1,19.5,27.3,78.1,35.1,34.4,51,2.27,25.887,1,69,72.8
"899",2022,"Richmond",12,109.146,99.3205,0.716,65.71429,30.9,14.4,18.9,22.4,72.8,33.8,34.3,57.3,2.623,19.541,1,55.8,74.5
"900",2022,"Purdue",3,121.268,98.9804,0.933,79.41176,36.3,17.3,14.1,35.2,76.4,39.1,33.5,58.9,1.778,30.201,2,83.7,67.2
"901",2022,"Providence",4,111.929,98.0491,0.835,83.33333,38.5,17.3,15.8,30.5,72,34.3,31.2,54,2.733,25.783,2,62.6,68.1
"902",2022,"Ohio St.",7,116.627,100.804,0.857,63.33333,33.5,16.7,15.3,28.8,71.4,37.3,34,49,1.936,29.666,1,73.3,68.9
"903",2022,"Notre Dame",11,111.997,98.3632,0.836,67.74194,27.7,15.5,15,22.1,76,37.8,31.7,55.4,2.393,27.584,1,63.5,76
"904",2022,"North Carolina",8,113.057,97.0108,0.866,72.72727,29.6,16.5,14.1,30.4,79.2,36.2,34.9,53.6,1.742,29.665,5,69.8,71
"905",2022,"Norfolk St.",16,102.43,102.285,0.438,77.77778,39.1,19.9,18.5,29.8,72.8,34.5,29.1,47.6,2.43,6.905,0,51.7,85.6
"906",2022,"New Mexico St.",12,107.805,97.7021,0.726,79.31034,35.4,20.7,16.9,33.3,73.8,33,30,53.6,2.364,14.913,1,59.7,72.6
"907",2022,"Murray St.",7,111.518,95.1287,0.838,93.10345,31.1,17.1,21,35.5,74.6,34.7,30.1,50.2,2.121,12.852,1,66.7,76.1
"908",2022,"Montana St.",14,104.531,100.723,0.562,78.125,40.5,18.5,18.3,26.7,76.7,37.2,32.8,47.3,1.961,7.984,0,53.7,78.5
"909",2022,"Michigan St.",7,111.275,96.4032,0.848,64.70588,30.4,19.2,15.3,30.7,73,37.8,31.2,60.7,1.746,32.331,1,66.4,71.2
"910",2022,"Michigan",11,114.207,98.5588,0.868,54.83871,28.9,17.1,15,31.2,76.2,34,33,52.4,1.413,34.033,2,70.7,68.7
"911",2022,"Miami FL",10,114.756,102.136,0.813,69.69697,28.9,14.2,20.3,23.4,69.7,35.3,35.2,50.8,2.424,27.253,3,57.9,70
"912",2022,"Memphis",9,110.368,94.1479,0.875,67.74194,38.4,22.9,20.9,37.5,69,35.9,32.1,59.6,1.725,26.062,1,74,72.5
"913",2022,"Marquette",9,109.787,95.785,0.807,61.29032,26.8,17.3,19.1,22.4,68.6,34.7,31.7,59.4,1.239,29.119,0,61.8,74.6
"914",2022,"LSU",6,107.64,88.5581,0.891,66.66667,33,20.4,25.3,33.7,68.8,31.9,28,48.7,1.196,30.073,0,70.9,65.6
"915",2022,"Loyola Chicago",10,110.891,93.196,0.849,77.41935,31.9,18.4,19.9,25.1,76.1,38,31.5,56.8,2.525,19.04,0,67.7,72
"916",2022,"Longwood",14,106.108,103.624,0.582,78.57143,35.9,18.2,20.1,33.6,75.5,38.6,31.1,52.7,2.05,8.664,0,52.7,80.6
"917",2022,"Kentucky",2,120.191,93.5959,0.939,78.78788,27.2,16.6,17.4,37.8,75.1,34.9,30.3,53,1.856,32.472,0,86.9,67.5
"918",2022,"Kansas",1,119.389,93.8965,0.951,82.35294,32.8,17.8,18.4,33.4,71.1,35.5,30.1,53.9,2.082,36.398,6,85.2,63.3
"919",2022,"Jacksonville St.",15,105.325,103.083,0.564,65.51724,32.2,20,17.1,28.3,73.8,38.2,32.5,53.9,2.546,10.698,0,53.1,81.1
"920",2022,"Iowa St.",11,104.382,90.4362,0.849,62.5,28.1,20.4,24.5,28.2,71.5,32.1,29.6,60.1,2.195,36.278,2,62.4,70.5
"921",2022,"Iowa",5,121.548,98.0208,0.922,74.28571,30.4,12.9,19.3,32.2,69.8,36.8,32.9,53.8,1.681,28.129,0,78.4,62.9
"922",2022,"Indiana",12,107.558,92.6213,0.884,60.60606,33.5,17.3,17.4,26.9,75,33.9,32.6,57.4,2.053,29.313,0,65.9,72.4
"923",2022,"Illinois",4,113.725,94.138,0.908,70.96774,31.7,17.7,15.6,33.4,74.2,36.7,32.2,57.7,2.241,30.786,1,77.9,70
"924",2022,"Houston",5,117.348,90.8508,0.96,85.29412,28.7,17.1,21.7,37.8,72.7,34.1,29,59.5,2.179,22.655,3,83.9,70.1
"925",2022,"Gonzaga",1,121.805,88.836,0.973,89.65517,29.7,15.9,17,29,77,37.9,30.7,55,1.559,24.951,2,90,66.6
"926",2022,"Georgia St.",16,101.532,99.6875,0.54,60,30.2,16.9,22.7,32.8,69.3,32.3,37.9,52.5,2.162,12.187,0,52.9,89.8
"927",2022,"Duke",2,119.363,95.6508,0.943,82.35294,28.6,14.9,16.1,31.9,71.5,36.8,31.4,56.6,0.988,28.364,4,85,64.9
"928",2022,"Delaware",15,106.849,104.566,0.597,63.63636,34.6,18.4,18.5,26.8,68.8,35,34.9,48.1,2.079,12.584,0,52,79.3
"929",2022,"Davidson",10,116.781,101.978,0.818,81.25,32.9,14.8,16.9,23.6,77.8,38.4,33.8,55,2.001,16.861,0,62.2,71.7
"930",2022,"Creighton",9,105.588,92.1195,0.801,66.66667,26,20.5,15.5,28.6,71.6,30.7,31.7,51.1,1.319,27.539,1,62.9,72.5
"931",2022,"Connecticut",5,113.924,94.5963,0.879,71.875,30.6,17.4,18,38,72.5,35.3,34.5,52.2,2.112,27.203,0,71.1,68.6
"932",2022,"Colorado St.",6,114.159,98.3029,0.818,82.75862,30.4,15.1,18.4,21.9,75.1,35.7,32.7,53.5,2.004,22.01,0,63.3,73.3
"933",2022,"Colgate",14,108.276,104.059,0.576,66.66667,26.8,16.9,16.2,26.5,75.2,40.2,33.7,61.7,2.413,9.704,0,54.6,67.3
"934",2022,"Chattanooga",13,110.028,98.756,0.751,78.125,27,17,18,32.7,73.7,34.1,30.6,46.6,2.605,14.52,0,59.8,77.5
"935",2022,"Cal St. Fullerton",15,104.656,102.553,0.466,65.51724,35.7,18.1,20.2,29,72,33.5,37.1,44.7,2.33,10.89,0,50.8,83.5
"937",2022,"Boise St.",8,108.443,92.0306,0.851,78.78788,35.2,18.5,20.1,30.6,78.1,34.1,32.4,46.8,2.402,21.555,0,65.2,79
"938",2022,"Baylor",1,117.874,91.5538,0.952,81.25,28.5,18.2,22.9,36.3,71.6,34.6,29.9,56.1,1.781,35.472,1,85.8,67.1
"939",2022,"Auburn",2,113.602,89.1491,0.933,84.375,31.6,16.7,20.7,33.2,70.7,32,31.2,52,1.348,27.557,1,82.8,62.7
"940",2022,"Arkansas",4,111.072,92.0511,0.88,75.75758,37.9,17.4,20.6,30.9,74.2,30.7,32.8,52.9,2.292,27.25,3,74,69.2
"941",2022,"Arizona",1,119.64,92.431,0.943,91.17647,35.1,18,17.7,34.5,71.7,35.4,32.7,65.4,1.191,24.936,2,84.1,64.9
"942",2022,"Alabama",6,116.098,98.7358,0.872,59.375,33.6,19.8,17.7,35.5,69.3,30.8,33.1,52.9,1.646,34.827,0,74.9,69.9
"943",2022,"Akron",13,106.151,102.661,0.558,70.96774,40.1,17.7,17.6,29.1,73.7,35.6,34.7,48.8,1.974,9.639,0,53,81
"944",2023,"Xavier",3,119.297,99.604,0.895,73.52941176,30.8,17.5,16.5,31.8,74.6,39.5,35.9,63.8,2.432,31.866,2,74.2,62.2
"945",2023,"West Virginia",9,117.144,97.9996,0.895,57.57575758,39.7,18.5,20.9,33.7,70.7,34.8,34.1,50.5,2.499,35.542,0,66.7,72.6
"946",2023,"Virginia",4,111.166,94.7544,0.871,78.125,34.5,13.7,19.7,25.5,75,35.3,34,65.8,2.23,24.745,0,71.4,66.4
"947",2023,"Vermont",15,109.778,104.357,0.676,68.75,28.4,14.2,16.8,19.3,77.5,36.2,34.6,52.1,2.423,13.048,0,53.6,72.2
"948",2023,"VCU",12,107.195,94.0449,0.785,79.41176471,41.8,19.5,24.1,29,70.2,34.7,32.3,53.1,1.702,15.572,0,61.3,75.5
"949",2023,"Utah St.",10,117.762,98.8807,0.869,75.75757576,35.5,17.4,15.8,27.4,75.2,38.5,34.3,62.3,2.545,22.797,0,67.3,67.3
"950",2023,"USC",10,113.122,97.4891,0.832,68.75,33.8,18.1,18.1,29,67,34.5,33.4,51.7,1.669,27.758,0,64.7,67.2
"951",2023,"UNC Asheville",15,104.141,102.635,0.466,78.125,41.3,20,17.9,25.8,71.3,38.8,30.5,50.1,2.721,10.618,0,52.2,84.8
"952",2023,"UCLA",2,114.875,87.2423,0.951,85.29411765,27.1,15.3,23.6,33.7,72.4,34.7,31.1,50.9,1.868,28.811,2,86.5,65
"953",2023,"UC Santa Barbara",14,111.335,104.693,0.624,78.125,34.9,16.8,18.7,26.6,73.9,35.1,34.5,52.9,2.238,10.607,0,54.8,78.1
"955",2023,"Texas A&M Corpus Chris",16,107.367,107.592,0.451,65.51724138,34.4,18,20.9,32.5,72.1,36.9,33.3,55.8,2.721,9.546,0,47.5,85
"956",2023,"Texas A&M",7,114.483,96.1997,0.885,73.52941176,45.9,18.3,21,36.6,69.6,32.8,32.3,52.8,2.182,27.473,0,68.7,65.1
"957",2023,"Texas",2,116.581,92.0106,0.929,76.47058824,31.5,16.5,22.8,28.3,70.6,33.9,32.7,57.1,2.221,34.531,3,80.3,65.8
"958",2023,"Tennessee",4,112.675,87.97,0.949,69.6969697,30.9,18.1,22.2,36.8,73.1,32.9,26.2,66.2,1.911,28.429,2,83.7,67
"959",2023,"TCU",6,112.366,94.3027,0.873,63.63636364,33.9,17.1,21.9,32.4,69.3,30.6,30.4,58.6,2.438,32.804,1,71.9,69.4
"961",2023,"San Diego St.",5,111.929,91.6744,0.919,81.25,34.3,17.6,19.6,31.7,74.2,34.4,29.2,51.9,2.718,25.602,5,70.6,67.5
"962",2023,"Saint Mary's",5,113.47,91.5736,0.931,78.125,31.2,16.4,19,33.1,78.2,36.7,32.8,48.3,1.904,22.971,1,73.4,70.6
"963",2023,"Purdue",1,119.362,94.8154,0.945,85.29411765,37.2,17,15.4,38.3,76.7,32.6,31.4,60.9,1.238,31.016,0,79.5,64.5
"964",2023,"Providence",11,116.847,102.117,0.825,65.625,36.8,16.9,16.9,35.2,73.3,35.1,33.9,53.4,1.89,29.545,0,65,74.7
"965",2023,"Princeton",15,109.093,103.527,0.659,70.37037037,32.2,16.9,14.5,28.4,77.2,34,33.1,47.9,1.801,11.173,2,54.7,79.6
"966",2023,"Pittsburgh",11,115.103,103.837,0.766,66.66666667,32.4,16.4,16.7,30.4,71.8,36,33.4,54.5,2.248,23.352,1,61.2,69.5
"967",2023,"Penn St.",10,116.826,101.79,0.84,62.85714286,21.4,13.7,13.1,18.8,74.9,38.5,33.3,52.7,2.446,29.963,1,63.5,67.8
"968",2023,"Oral Roberts",12,115.289,102.04,0.761,86.66666667,24.6,13.2,17.6,24.5,72.6,37,34.2,47.9,2.744,13.482,0,61.5,78.8
"969",2023,"Northwestern",7,108.511,93.6787,0.85,65.625,29.7,14.8,21.7,28.3,72.7,32.1,33.9,55,2.315,28.65,1,63.3,73.4
"970",2023,"Northern Kentucky",16,103.337,102.82,0.5,62.5,27.4,17.5,23.2,31.3,67.2,35.2,36.7,54.7,2.025,10.838,0,51.1,89.2
"971",2023,"North Carolina St.",11,113.894,100.589,0.84,69.6969697,25.3,13.6,19.1,30.7,73.4,34.9,32.2,45,2.24,24.085,0,63.9,76.8
"973",2023,"Montana St.",14,105.36,99.6121,0.693,71.875,44.4,17.6,20.1,25.7,74.5,32,34.8,49.6,2.337,13.113,0,53.2,72.1
"974",2023,"Missouri",7,119.289,105.37,0.806,72.72727273,29.5,16,24.3,26.8,62.7,36.1,35.4,56.5,2.645,28.374,1,60.8,72.5
"976",2023,"Michigan St.",7,113.4,96.6898,0.864,61.29032258,25.8,16.4,14.7,27.4,74.8,39.5,31.5,57.6,2.001,34.618,2,64.3,68.3
"977",2023,"Miami FL",5,118.233,103.319,0.842,78.125,30,16.4,18.1,32,71,36.8,33.6,51.6,2.099,23.676,4,66.5,68.9
"978",2023,"Memphis",8,114.701,96.0133,0.899,76.47058824,35.9,18.4,20.9,31,67.7,35.6,30.8,54.6,2.802,27.313,0,69.6,73.3
"979",2023,"Maryland",8,114.136,95.7662,0.863,63.63636364,33.8,16.2,18.4,30.2,72.8,33,32.1,46.3,2.471,29.227,1,67.6,73.1
"980",2023,"Marquette",2,119.308,97.4789,0.922,82.35294118,27.1,15.2,22.8,26.5,67.9,34.8,35.2,59.3,1.289,30.614,1,72.8,64.4
"981",2023,"Louisiana Lafayette",13,112.243,104.042,0.715,76.66666667,37.7,17.5,18.1,33.8,73.6,36.6,35.9,50.8,2.179,14.493,0,56.9,81.5
"982",2023,"Kentucky",6,117.41,99.6115,0.862,65.625,32.5,17.3,16.8,38.7,74.5,35.4,33.1,55.7,1.982,29.746,1,77.4,67.6
"983",2023,"Kent St.",13,108.347,96.4498,0.779,81.25,32,16.3,22.6,30.9,69.8,33.2,30.9,45,2.393,14.799,0,60.5,74.6
"984",2023,"Kennesaw St.",14,106.304,102.661,0.623,74.19354839,36.5,17.9,19.6,27.5,74.2,37.1,34.8,54.2,2.375,14.413,0,51.8,73.4
"985",2023,"Kansas St.",3,112.516,94.2021,0.875,71.875,37,20,20.7,31.1,70.8,34,30.1,64,2.51,30.879,3,72.1,65.2
"986",2023,"Kansas",1,114.61,91.4741,0.918,79.41176471,29.8,17.5,20.2,28.4,71.7,34.4,31.2,59.5,1.524,38.229,1,81.7,68.6
"987",2023,"Iowa St.",6,109.884,91.5493,0.893,59.375,27.8,19.8,25.1,33.9,73.4,33.9,33.8,54.9,2.387,37.116,0,68.3,65.7
"988",2023,"Iowa",8,120.475,104.873,0.844,59.375,32.6,14.1,18.5,32.2,72.4,34.3,36.6,58.1,2.022,30.692,0,66.3,77.2
"989",2023,"Iona",13,110.856,99.1448,0.789,79.41176471,29,15.3,20.9,32,69.5,36,29.2,53.4,1.854,9.85,0,61.8,80.7
"990",2023,"Indiana",4,114.651,97.2921,0.864,66.66666667,30.1,16.9,16.3,28,72.1,37,33.2,54.2,1.806,33.014,1,76.5,67.1
"991",2023,"Illinois",9,112.167,95.6864,0.839,62.5,33.8,18.2,18.6,32.3,73.2,30.9,33.6,46.6,1.41,30.112,0,72.1,79
"992",2023,"Howard",16,103.701,106.914,0.37,61.29032258,32.8,22.8,20.7,33.8,68.4,37.2,33.6,54.7,1.589,9.971,0,47.9,81.6
"993",2023,"Houston",1,118.387,89.5678,0.964,91.17647059,28.5,15.3,22,37.1,72.6,34.5,27.8,53.8,1.611,23.376,2,89.5,63.7
"994",2023,"Grand Canyon",14,112.317,106.325,0.639,65.625,37.8,18.4,15,30.5,69.7,37.6,32,47.1,2.289,14.646,0,55.6,82.3
"995",2023,"Gonzaga",3,124.004,99.6937,0.925,84.375,34.2,14.6,18.8,31.1,74,38.4,35,50.7,2.291,26.846,3,83.9,66.3
"996",2023,"Furman",13,114.2,105.775,0.697,77.41935484,34.7,15.8,18.4,29.6,72.9,34.4,33.1,58.5,1.893,10.319,1,57.4,70.9
"997",2023,"Florida Atlantic",9,114.275,96.0455,0.874,90.625,29.5,16.7,18.3,30.4,75.5,37.2,32,51,2.036,16.095,4,69.7,72.6
"998",2023,"Fairleigh Dickinson",16,106.175,118.425,0.216,53.125,27.9,16.3,21.4,31.4,71.1,34.4,36.9,51.5,1.943,5.422,1,43.5,79.4
"999",2023,"Duke",5,113.242,94.7531,0.892,76.47058824,30.8,18.2,16.6,36.2,74.1,33.6,30.4,56.4,0.878,26.527,1,79.5,69.7
"1000",2023,"Drake",12,109.84,97.3312,0.791,78.78787879,28.8,15.5,17.7,24.3,77.6,36.7,31.2,49.1,2.268,12.124,0,60.4,69.8
"1001",2023,"Creighton",6,114.621,93.9665,0.913,63.63636364,28.1,16.6,14.3,25.5,76.7,36,34.1,57.8,1.549,32.269,3,77.4,69.5
"1002",2023,"Connecticut",4,119.437,94.0686,0.947,75.75757576,31.4,18.9,19.4,39.2,73.8,35.7,30,62.6,1.724,29.244,6,83.3,68.8
"1003",2023,"College of Charleston",12,111.378,99.6171,0.782,90.90909091,32.7,16.7,19.3,35.1,74.5,33.3,30.3,49.1,2.031,8.862,0,60.9,71.1
"1004",2023,"Colgate",15,112.963,107.67,0.651,75.75757576,27.6,14.9,17.6,24.9,75.9,40.9,34.9,61.5,2.225,8.434,0,54.9,79.2
"1005",2023,"Boise St.",10,110.969,93.8352,0.852,71.875,30.7,16.7,17.7,26.4,76.2,36,31,43,2.119,24.425,0,65.7,70.2
"1006",2023,"Baylor",3,121.852,101.871,0.904,68.75,37.2,18.1,19.9,34.7,68.9,37.2,32.2,56.4,1.843,36.633,1,78.8,66.8
"1007",2023,"Auburn",9,112.689,95.2408,0.881,62.5,35.5,18.1,19.3,33.3,68,31.4,28.8,55,2.195,30.519,1,71.9,72.7
"1008",2023,"Arkansas",8,112.596,93.9677,0.894,60.60606061,38.8,18.3,20.4,30.5,71.8,31.7,30.6,49.6,1.415,30.654,2,78.1,75.6
"1009",2023,"Arizona St.",11,107.586,95.2101,0.8,64.70588235,30.8,16.9,20.6,29.6,68.2,31.4,33.6,56.9,2.242,28.637,0,60.2,75.2
"1010",2023,"Arizona",2,119.979,97.1195,0.932,82.35294118,36.5,18.4,16.9,31.1,73.8,38.2,32.8,65.3,1.986,29.572,0,80.9,65.3
"1011",2023,"Alabama",1,116.097,88.5549,0.956,85.29411765,36.7,19,15.9,33.8,72.5,33.8,28.1,54.8,1.13,33.7,2,85.2,63.8
